DATE,y_true,y_diff,MLP_diff,MLP_level,LSTM_diff,LSTM_level
6/1/16,86.44458556,0.096454199,0.287561804,1.01E+02,-0.019318145,76.97973469
7/1/16,91.67599536,0.058756992,0.114800975,9.64E+01,-0.087872885,78.84845042
8/1/16,104.40924,0.130057606,0.077799775,9.88E+01,0.188069016,108.9174096
9/1/16,113.7332784,0.085537866,0.035948582,1.08E+02,0.128353208,117.8105009
10/1/16,101.9546549,-0.10932789,-0.033199292,1.10E+02,0.003986086,114.186629
11/1/16,94.90537143,-0.071647849,-0.026588313,9.92E+01,-0.018017843,100.1176519
12/1/16,101.2469411,0.064682189,0.021253292,9.69E+01,-0.024502553,92.57994753
1/1/17,91.00115495,-0.106690296,-0.057339638,9.54E+01,-0.059943996,95.17779484
2/1/17,94.82297599,0.041139544,0.013217794,9.22E+01,0.003271563,91.29887098
3/1/17,92.46772505,-0.025152077,-0.02466012,9.25E+01,-0.012109537,93.67471368
4/1/17,93.52390475,0.011357404,-0.017689018,9.08E+01,0.010965403,93.48167093
5/1/17,97.95679777,0.046309473,0.03850583,9.71E+01,0.015980532,95.01846653
6/1/17,100.6252405,0.026876583,0.02762934,1.01E+02,0.021500215,100.06289
7/1/17,97.50651821,-0.031483896,0.037879232,1.04E+02,0.015834019,102.2185424
8/1/17,108.3503253,0.105450501,-0.091367118,8.86E+01,0.008548324,98.34003552
9/1/17,98.51315126,-0.095179676,0.094615377,1.19E+02,0.016745152,110.164668
10/1/17,103.6376049,0.050710191,0.052300036,1.04E+02,-0.045859963,93.99534181
11/1/17,109.1129441,0.051483284,0.022810608,1.06E+02,0.031382803,106.8900434
12/1/17,106.1054444,-0.027950171,-0.028615125,1.06E+02,0.060972683,115.765853
1/1/18,109.9197809,0.035317476,0.009138289,1.07E+02,0.009048603,107.0655505
2/1/18,98.47594612,-0.109938518,-0.175375074,9.06E+01,-0.021995466,107.502044
3/1/18,104.42277,0.058635439,0.147120357,1.13E+02,-0.006169567,97.86839219
4/1/18,101.950967,-0.023955773,-0.017750066,1.03E+02,-0.012177959,103.1511138
5/1/18,97.12447548,-0.048498574,-0.03271943,9.86E+01,-0.007611168,101.175001
6/1/18,109.0216148,0.115552755,0.03526121,1.01E+02,0.00458084,97.56938721
7/1/18,101.8728461,-0.067820735,-0.024708901,1.06E+02,-0.068235084,101.5825157
8/1/18,90.32120226,-0.120353198,-0.041708983,9.76E+01,-0.033319201,98.47852421
9/1/18,80.1660919,-0.1192716,-0.056871731,8.52E+01,-0.021735337,88.35804053
10/1/18,85.8575239,0.068588592,-0.15334633,6.79E+01,-0.038071327,77.11406241
11/1/18,76.93666957,-0.109706613,0.962723613,1.69E+02,-0.072857834,79.60213064
12/1/18,87.77053489,0.13174324,-0.892785251,8.25E+00,0.027521217,79.05406037
1/1/19,79.60146465,-0.097693358,0.077622913,9.46E+01,-0.002651349,87.53782456
2/1/19,85.6164627,0.072845093,-0.06405551,7.45E+01,0.008328099,80.26439351
3/1/19,88.1550966,0.029220139,-0.002421884,8.54E+01,0.005468772,86.08467964
4/1/19,87.1824878,-0.011094242,0.000233069,8.82E+01,0.001198757,88.26077316
5/1/19,81.76696622,-0.064130157,0.003783377,8.75E+01,0.000908822,87.26172119
6/1/19,84.85633393,0.037086311,-0.002309892,8.16E+01,-0.000401025,81.73417559
7/1/19,82.66018808,-0.026221553,-0.013787671,8.37E+01,0.016521681,86.25830322
8/1/19,91.9143608,0.106119198,0.066672929,8.82E+01,0.004735149,83.05159638
9/1/19,93.82659164,0.020591026,0.003028042,9.22E+01,0.034656461,95.09978729
10/1/19,95.69960232,0.019765834,-0.014133492,9.25E+01,0.018629471,95.57453139
11/1/19,93.29767475,-0.025418958,0.037775304,9.93E+01,0.008814524,96.54314876
12/1/19,92.92182976,-0.004036586,0.02549571,9.57E+01,0.021693524,95.3216301
